date,area,road,volume,speed,tti,congestion,capacity_util,incidents,env_impact,pt_usage,signal_compliance,parking_usage,ped_count,weather,roadwork,intersection_id,roadwork_flag,is_synthetic
2024-07-22,Electronic City,Hosur Road,15356.333333333332,54.653179323184446,1.2564245066050301,52.665624043250176,73.3976761331559,1.3333333333333335,80.71266666666666,35.118829141853986,91.18112528450753,85.16337884793853,141.66666666666666,Fog,No,Electronic City::Hosur Road,0,1
2024-07-23,Electronic City,Hosur Road,12764.0,57.92795111321951,1.2407381633018875,43.28400553652875,60.09651419973384,1.0,75.52799999999999,43.99276662425505,90.65069276201329,85.8800387697063,162.5,Fog,No,Electronic City::Hosur Road,0,1
2024-07-24,Electronic City,Hosur Road,10171.666666666666,61.202722903254575,1.2250518199987448,33.90238702980732,46.79535226631179,0.6666666666666667,70.34333333333333,52.8667041066561,90.12026023951907,86.59669869147406,183.33333333333331,Fog,No,Electronic City::Hosur Road,0,1
2024-07-25,Electronic City,Hosur Road,7579.333333333332,64.47749469328964,1.209365476695602,24.52076852308589,33.49419033288974,0.3333333333333334,65.15866666666666,61.74064158905716,89.58982771702483,87.31335861324183,204.16666666666666,Fog,No,Electronic City::Hosur Road,0,1
2024-07-26,Electronic City,Hosur Road,4987.0,67.7522664833247,1.1936791333924592,15.139150016364471,20.19302839946768,0.0,59.974,70.61457907145822,89.0593951945306,88.0300185350096,225.0,Clear,No,Electronic City::Hosur Road,0,0
2024-07-27,Electronic City,Hosur Road,11217.25,59.345183413753475,1.2702593500443444,36.354362512273354,40.14477129960076,0.75,72.4345,57.91433358177292,88.61184781166368,86.44123013262546,197.0,Clear,No,Electronic City::Hosur Road,0,1
2024-07-28,Electronic City,Hosur Road,17447.5,50.93810034418225,1.3468395666962296,57.56957500818224,60.09651419973384,1.5,84.895,45.21408809208763,88.16430042879676,84.85244173024134,169.0,Clear,No,Electronic City::Hosur Road,0,1
2024-07-29,Electronic City,Hosur Road,23677.75,42.53101727461103,1.4234197833481148,78.78478750409113,80.04825709986692,2.25,97.3555,32.513842602402335,87.71675304592985,83.26365332785721,141.0,Clear,No,Electronic City::Hosur Road,0,1
2024-07-30,Electronic City,Hosur Road,29908.0,34.1239342050398,1.5,100.0,100.0,3.0,109.816,19.81359711271703,87.26920566306293,81.67486492547307,113.0,Clear,No,Electronic City::Hosur Road,0,0
2024-07-31,Electronic City,Hosur Road,19954.5,35.55749857315235,1.395925571580035,66.77018149031373,74.71687228387695,1.5,89.90899999999999,35.48037342663697,93.49866105115254,81.70639746963971,164.0,Clear,No,Electronic City::Hosur Road,0,1
2024-08-01,Electronic City,Hosur Road,10001.0,36.9910629412649,1.29185114316007,33.54036298062746,49.43374456775391,0.0,70.002,51.14714974055691,99.72811643924214,81.73793001380633,215.0,Overcast,No,Electronic City::Hosur Road,0,0
2024-08-02,Electronic City,Hosur Road,13472.0,44.08998288958246,1.1544889244644474,44.75309235997871,66.52058158106722,0.0,76.94399999999999,32.15344199013568,87.33301656602424,67.24233230443936,166.5,Overcast,No,Electronic City::Hosur Road,0,1
2024-08-03,Electronic City,Hosur Road,16943.0,51.18890283790002,1.017126705768825,55.965821739329954,83.60741859438053,0.0,83.886,13.15973423971445,74.93791669280633,52.746734595072375,118.0,Overcast,No,Electronic City::Hosur Road,0,0
2024-08-04,Electronic City,Hosur Road,17535.0,49.97524950361695,1.1995477731717505,53.98728958029532,89.29640303947318,0.5,85.07,15.069085546977634,86.76206357099724,73.31378116983744,121.5,Overcast,No,Electronic City::Hosur Road,0,1
2024-08-05,Electronic City,Hosur Road,18127.0,48.76159616933389,1.381968840574676,52.00875742126068,94.98538748456582,1.0,86.25399999999999,16.97843685424082,98.58621044918816,93.88082774460251,125.0,Clear,No,Electronic City::Hosur Road,0,0
2024-08-06,Electronic City,Hosur Road,14428.0,39.98012771851333,1.3154822578829075,43.331821802319865,74.70723623462536,0.0,78.856,22.303253206577462,96.41021525843816,71.46915350921083,205.0,Clear,No,Electronic City::Hosur Road,0,0
2024-08-07,Electronic City,Hosur Road,15234.0,41.69813219123506,1.1549746541221957,54.68445152040799,72.26285698728132,0.0,80.468,18.7668687151782,64.01814153848808,53.68426026169821,97.0,Clear,No,Electronic City::Hosur Road,0,0
2024-08-08,Electronic City,Hosur Road,13310.5,32.56920402156247,1.2086791947866933,45.27796703843529,64.80867175587247,0.5,76.62100000000001,20.14507876199859,73.77424686281711,75.79126952390638,154.0,Clear,No,Electronic City::Hosur Road,0,1
2024-08-09,Electronic City,Hosur Road,11387.0,23.440275851889886,1.2623837354511909,35.871482556462595,57.354486524463624,1.0,72.774,21.523288808818975,83.53035218714612,97.89827878611456,211.0,Fog,No,Electronic City::Hosur Road,0,0
2024-07-05,Electronic City,Silk Board Junction,21402.529411764706,29.748261365786508,1.1906751224718974,66.62568990480737,100.0,0.5294117647058824,92.80505882352942,50.45905763637618,90.46878411106043,69.08632997544629,104.6470588235294,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-06,Electronic City,Silk Board Junction,21486.58823529412,30.086381347014918,1.1711958810850291,66.26616146738122,100.0,0.5882352941176471,92.97317647058824,53.624127091080034,89.50083455301585,70.26138758228782,104.94117647058823,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-07,Electronic City,Silk Board Junction,21570.647058823528,30.424501328243327,1.1517166396981608,65.90663302995507,100.0,0.6470588235294118,93.14129411764706,56.78919654578388,88.53288499497125,71.43644518912936,105.23529411764706,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-08,Electronic City,Silk Board Junction,21654.70588235294,30.76262130947174,1.1322373983112923,65.54710459252892,100.0,0.7058823529411764,93.30941176470589,59.954266000487735,87.56493543692667,72.61150279597088,105.52941176470588,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-09,Electronic City,Silk Board Junction,21738.764705882353,31.10074129070015,1.112758156924424,65.18757615510279,100.0,0.7647058823529411,93.4775294117647,63.11933545519158,86.5969858788821,73.78656040281241,105.82352941176471,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-10,Electronic City,Silk Board Junction,21822.823529411766,31.438861271928563,1.0932789155375557,64.82804771767664,100.0,0.8235294117647058,93.64564705882353,66.28440490989543,85.62903632083751,74.96161800965395,106.11764705882354,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-11,Electronic City,Silk Board Junction,21906.882352941175,31.776981253156972,1.0737996741506874,64.46851928025049,100.0,0.8823529411764706,93.81376470588236,69.44947436459928,84.66108676279292,76.13667561649548,106.41176470588235,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-12,Electronic City,Silk Board Junction,21990.941176470587,32.115101234385385,1.0543204327638191,64.10899084282434,100.0,0.9411764705882353,93.98188235294118,72.61454381930314,83.69313720474834,77.311733223337,106.70588235294117,Clear,Yes,Electronic City::Silk Board Junction,0,1
2024-07-13,Electronic City,Silk Board Junction,22075.0,32.453221215613794,1.0348411913769509,63.7494624053982,100.0,1.0,94.15,75.77961327400698,82.72518764670376,78.48679083017853,107.0,Clear,No,Electronic City::Silk Board Junction,0,0
2024-07-14,Electronic City,Silk Board Junction,21374.875,30.926160046378993,1.042824813104871,62.978453877419696,97.41004661555709,0.875,92.74975,70.91864018211655,81.64197523810358,77.27538831238613,105.875,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-15,Electronic City,Silk Board Junction,20674.75,29.39909887714419,1.050808434832791,62.207445349441194,94.82009323111419,0.75,91.3495,66.05766709022613,80.55876282950341,76.06398579459373,104.75,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-16,Electronic City,Silk Board Junction,19974.625,27.87203770790939,1.0587920565607112,61.43643682146269,92.23013984667128,0.625,89.94925,61.196693998335704,79.47555042090323,74.85258327680134,103.625,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-17,Electronic City,Silk Board Junction,19274.5,26.344976538674587,1.0667756782886313,60.66542829348418,89.64018646222837,0.5,88.549,56.33572090644528,78.39233801230307,73.64118075900893,102.5,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-18,Electronic City,Silk Board Junction,18574.375,24.817915369439785,1.0747593000165516,59.89441976550568,87.05023307778548,0.375,87.14875,51.47474781455486,77.3091256037029,72.42977824121652,101.375,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-19,Electronic City,Silk Board Junction,17874.25,23.290854200204983,1.0827429217444717,59.12341123752718,84.46027969334257,0.25,85.7485,46.61377472266443,76.22591319510272,71.21837572342413,100.25,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-20,Electronic City,Silk Board Junction,17174.125,21.76379303097018,1.0907265434723918,58.35240270954868,81.87032630889966,0.125,84.34825000000001,41.75280163077401,75.14270078650254,70.00697320563174,99.125,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-21,Electronic City,Silk Board Junction,16474.0,20.23673186173538,1.098710165200312,57.581394181570175,79.28037292445676,0.0,82.94800000000001,36.89182853888359,74.05948837790237,68.79557068783933,98.0,Clear,No,Electronic City::Silk Board Junction,0,0
2024-07-22,Electronic City,Silk Board Junction,14829.333333333334,28.35375520095215,1.1797999066337876,49.61926475071045,72.80735976275787,0.0,79.65866666666668,50.21648030190849,80.27483720904274,63.48710382732255,124.66666666666667,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-23,Electronic City,Silk Board Junction,13184.666666666666,36.47077854016892,1.2608896480672633,41.65713531985072,66.334346601059,0.0,76.36933333333333,63.54113206493339,86.4901860401831,58.178636966805776,151.33333333333334,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-24,Electronic City,Silk Board Junction,11540.0,44.587801879385694,1.341979389500739,33.69500588899099,59.86133343936011,0.0,73.08,76.8657838279583,92.70553487132348,52.870170106288995,178.0,Clear,No,Electronic City::Silk Board Junction,0,0
2024-07-25,Electronic City,Silk Board Junction,14842.4,43.566342458378124,1.3735835116005912,46.666945605310694,67.88906675148809,0.6,79.6848,76.95037071856152,88.55582504209691,60.53503497847962,162.8,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-26,Electronic City,Silk Board Junction,18144.8,42.54488303737055,1.4051876337004434,59.6388853216304,75.91680006361607,1.2,86.2896,77.03495760916475,84.40611521287035,68.19989985067025,147.6,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-27,Electronic City,Silk Board Junction,21447.2,41.523423616362976,1.4367917558002956,72.61082503795011,83.94453337574404,1.7999999999999998,92.8944,77.11954449976797,80.25640538364378,75.86476472286087,132.4,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-28,Electronic City,Silk Board Junction,24749.6,40.501964195355406,1.4683958779001478,85.58276475426982,91.97226668787202,2.4,99.4992,77.2041313903712,76.10669555441721,83.52962959505149,117.2,Clear,No,Electronic City::Silk Board Junction,0,1
2024-07-29,Electronic City,Silk Board Junction,28052.0,39.480504774347835,1.5,98.55470447058951,100.0,3.0,106.104,77.28871828097442,71.95698572519065,91.19449446724212,102.0,Clear,No,Electronic City::Silk Board Junction,0,0
2024-07-30,Electronic City,Silk Board Junction,28018.0,44.91918638360709,1.5,100.0,100.0,2.0,106.036,65.06176264234836,84.00986142645473,78.12890428521843,100.0,Clear,No,Electronic City::Silk Board Junction,0,0
2024-07-31,Electronic City,Silk Board Junction,20560.0,34.78045174172663,1.1529177981929772,75.50154512954258,100.0,4.0,91.12,23.17594085192916,89.53203735383053,79.74170531829208,88.0,Overcast,No,Electronic City::Silk Board Junction,0,0
2024-08-01,Electronic City,Silk Board Junction,15323.0,49.781558973033825,1.0337193833854346,46.4021257864935,79.0118113851343,1.0,80.646,14.405940382567197,72.17600475377871,98.51568786816466,88.0,Rain,No,Electronic City::Silk Board Junction,0,0
2024-08-02,Electronic City,Silk Board Junction,17220.428571428572,47.17244419352054,1.1003309000446582,52.70033174774777,82.01012404440083,1.2857142857142856,84.44085714285714,16.315269564668608,73.20286588783118,93.71665757686702,85.85714285714286,Rain,No,Electronic City::Silk Board Junction,0,1
2024-08-03,Electronic City,Silk Board Junction,19117.85714285714,44.563329414007256,1.1669424167038818,58.998537709002036,85.00843670366736,1.5714285714285714,88.23571428571428,18.22459874677002,74.22972702188366,88.91762728556938,83.71428571428571,Rain,No,Electronic City::Silk Board Junction,0,1
2024-08-04,Electronic City,Silk Board Junction,21015.285714285714,41.954214634493965,1.2335539333631054,65.2967436702563,88.00674936293389,1.8571428571428572,92.03057142857142,20.133927928871433,75.25658815593613,84.11859699427174,81.57142857142857,Rain,No,Electronic City::Silk Board Junction,0,1
2024-08-05,Electronic City,Silk Board Junction,22912.714285714286,39.34509985498068,1.300165450022329,71.59494963151059,91.0050620222004,2.142857142857143,95.82542857142857,22.043257110972846,76.28344928998861,79.3195667029741,79.42857142857143,Rain,No,Electronic City::Silk Board Junction,0,1
2024-08-06,Electronic City,Silk Board Junction,24810.142857142855,36.7359850754674,1.3667769666815528,77.89315559276486,94.00337468146694,2.4285714285714284,99.62028571428571,23.95258629307426,77.31031042404108,74.52053641167646,77.28571428571429,Rain,No,Electronic City::Silk Board Junction,0,1
2024-08-07,Electronic City,Silk Board Junction,26707.571428571428,34.12687029595411,1.4333884833407764,84.19136155401912,97.00168734073347,2.7142857142857144,103.41514285714285,25.86191547517567,78.33717155809356,69.72150612037882,75.14285714285714,Rain,No,Electronic City::Silk Board Junction,0,1
2024-08-08,Electronic City,Silk Board Junction,28605.0,31.517755516440825,1.5,90.4895675152734,100.0,3.0,107.21,27.771244657277084,79.36403269214603,64.92247582908118,73.0,Clear,No,Electronic City::Silk Board Junction,0,0
2024-07-05,Hebbal,Ballari Road,30408.666666666668,28.77228208389561,1.5,96.44125762704934,100.0,1.6666666666666665,110.81733333333334,62.76757812437974,68.522940791959,78.1321796106153,106.33333333333333,Rain,No,Hebbal::Ballari Road,0,1
2024-07-06,Hebbal,Ballari Road,31418.0,30.369716375251045,1.5,100.0,100.0,2.0,112.836,73.39783169524219,64.8129620653708,70.65474001809409,108.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-07,Hebbal,Ballari Road,26724.0,37.66177178135905,1.3494405349713352,85.59634436458406,100.0,2.5,103.44800000000001,65.17997283794904,76.43562593342205,62.271837963406995,105.0,Clear,No,Hebbal::Ballari Road,0,1
2024-07-08,Hebbal,Ballari Road,22030.0,44.95382718746706,1.1988810699426704,71.19268872916811,100.0,3.0,94.06,56.962113980655886,88.05828980147328,53.8889359087199,102.0,Rain,No,Hebbal::Ballari Road,0,0
2024-07-09,Hebbal,Ballari Road,21771.5,39.828418587776234,1.2090901683023279,68.82780464213545,100.0,1.5,93.543,50.172218409580836,83.33121002259335,53.66334344397296,92.5,Rain,No,Hebbal::Ballari Road,0,1
2024-07-10,Hebbal,Ballari Road,21513.0,34.703009988085405,1.2192992666619855,66.46292055510278,100.0,0.0,93.026,43.38232283850579,78.60413024371343,53.43775097922603,83.0,Overcast,No,Hebbal::Ballari Road,0,0
2024-07-11,Hebbal,Ballari Road,33059.0,43.11790434086598,1.3596496333309926,83.23146027755139,100.0,1.5,116.118,36.03885026862871,82.70434842552305,75.12177756101427,88.5,Overcast,No,Hebbal::Ballari Road,0,1
2024-07-12,Hebbal,Ballari Road,44605.0,51.53279869364655,1.5,100.0,100.0,3.0,139.20999999999998,28.695377698751617,86.80456660733266,96.80580414280251,94.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-13,Hebbal,Ballari Road,25906.0,36.01793172177003,1.5,83.20890085647315,100.0,2.0,101.812,19.00612699360982,80.67517653178129,62.10685217737368,112.0,Fog,No,Hebbal::Ballari Road,0,0
2024-07-14,Hebbal,Ballari Road,19549.0,28.698276379602817,1.267223624614518,56.03142354780776,99.66455282931236,0.0,89.098,34.474984592837586,69.08790402695895,56.65213161327576,105.0,Rain,No,Hebbal::Ballari Road,0,0
2024-07-15,Hebbal,Ballari Road,19316.0,40.85518206727754,1.0317387943014829,59.5512102649446,93.99321791354552,0.0,88.632,25.711648074053677,68.9964992058863,90.8637482663805,107.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-16,Hebbal,Ballari Road,42107.0,20.0,1.5,100.0,100.0,1.0,134.214,11.762901605445334,76.9195733527152,64.53197425329935,76.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-17,Hebbal,Ballari Road,37901.0,31.42515605546491,1.5,100.0,100.0,6.0,125.802,20.956048919200857,74.16408691427006,66.3398825470176,94.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-18,Hebbal,Ballari Road,27920.0,36.667455928490334,1.44162175097491,83.30194322359952,94.72053513937806,3.5,105.84,21.162188056719216,70.2789237661666,61.652879558615346,97.0,Clear,No,Hebbal::Ballari Road,0,1
2024-07-19,Hebbal,Ballari Road,17939.0,41.90975580151576,1.3832435019498202,66.60388644719905,89.4410702787561,1.0,85.878,21.36832719423758,66.39376061806315,56.9658765702131,100.0,Rain,No,Hebbal::Ballari Road,0,0
2024-07-20,Hebbal,Ballari Road,29806.0,30.95487790075788,1.44162175097491,83.30194322359952,94.72053513937806,2.0,109.612,32.11597450919699,72.39240782663398,77.24920939049099,104.5,Rain,No,Hebbal::Ballari Road,0,1
2024-07-21,Hebbal,Ballari Road,41673.0,20.0,1.5,100.0,100.0,3.0,133.346,42.8636218241564,78.3910550352048,97.5325422107689,109.0,Clear,Yes,Hebbal::Ballari Road,1,0
2024-07-22,Hebbal,Ballari Road,19750.0,65.31941677584705,1.0733010087245412,70.88464658684565,97.17502933636968,3.0,89.5,75.77231153332141,83.40823210218004,87.76032816692165,75.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-23,Hebbal,Ballari Road,25566.5,50.877466500320395,1.2866505043622705,85.44232329342282,98.58751466818484,2.5,101.13300000000001,73.80330407580354,73.77478704551858,93.80334533844527,89.0,Clear,No,Hebbal::Ballari Road,0,1
2024-07-24,Hebbal,Ballari Road,31383.0,36.435516224793744,1.5,100.0,100.0,2.0,112.766,71.83429661828565,64.14134198885712,99.84636250996888,103.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-25,Hebbal,Ballari Road,26138.0,40.8392237999757,1.3701894309588163,80.12367976686727,100.0,1.5,102.27600000000001,42.618590022220936,68.12680961507745,75.76912129703867,99.0,Clear,No,Hebbal::Ballari Road,0,1
2024-07-26,Hebbal,Ballari Road,20893.0,45.24293137515765,1.2403788619176326,60.247359533734524,100.0,1.0,91.786,13.402883426156222,72.11227724129778,51.69188008410844,95.0,Overcast,No,Hebbal::Ballari Road,0,0
2024-07-27,Hebbal,Ballari Road,24296.5,42.99612795882734,1.3701894309588163,74.32496882225422,100.0,1.0,98.593,13.989769980227827,71.79355622025085,59.847697382047556,96.5,Overcast,No,Hebbal::Ballari Road,0,1
2024-07-28,Hebbal,Ballari Road,27700.0,40.74932454249702,1.5,88.40257811077392,100.0,1.0,105.4,14.576656534299431,71.47483519920394,68.00351467998667,98.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-29,Hebbal,Ballari Road,18400.0,53.28282116697815,1.0364814098226929,58.90236141976274,96.4095746256978,0.0,86.8,56.186775865240215,91.1543025592532,86.61441276398321,102.0,Windy,No,Hebbal::Ballari Road,0,0
2024-07-30,Hebbal,Ballari Road,31793.0,55.70130621485104,1.5,100.0,100.0,1.0,113.586,64.28149029730504,98.5960714293926,96.1647656351914,116.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-31,Hebbal,Ballari Road,28909.666666666668,54.71307429979537,1.3576826682104939,94.78019639214227,100.0,2.0,107.81933333333333,60.788300841503094,91.97505631227183,84.02314501026476,110.0,Clear,No,Hebbal::Ballari Road,0,1
2024-08-01,Hebbal,Ballari Road,26026.333333333332,53.7248423847397,1.2153653364209875,89.56039278428456,100.0,3.0,102.05266666666667,57.295111385701155,85.35404119515105,71.8815243853381,104.0,Clear,No,Hebbal::Ballari Road,0,1
2024-08-02,Hebbal,Ballari Road,23143.0,52.73661046968404,1.0730480046314814,84.34058917642683,100.0,4.0,96.286,53.80192192989921,78.73302607803029,59.73990376041145,98.0,Clear,No,Hebbal::Ballari Road,0,0
2024-08-03,Hebbal,Ballari Road,18183.0,39.86700714659076,1.016556504018642,64.2595566394032,91.85948799782264,0.0,86.366,35.401402382069506,71.79405874614592,55.74775317144847,94.0,Clear,No,Hebbal::Ballari Road,0,0
2024-08-04,Hebbal,Ballari Road,24674.5,35.92679675252407,1.258278252009321,82.1297783197016,95.92974399891132,2.0,99.34899999999999,33.225369232469426,72.55855260778773,75.08903534545307,93.0,Clear,No,Hebbal::Ballari Road,0,1
2024-08-05,Hebbal,Ballari Road,31166.0,31.98658635845738,1.5,100.0,100.0,4.0,112.332,31.049336082869345,73.32304646942956,94.43031751945767,92.0,Clear,No,Hebbal::Ballari Road,0,0
2024-08-06,Hebbal,Ballari Road,8985.0,40.754301136034464,1.2174618604037395,33.69998853625061,43.85053129686104,2.0,67.97,14.424300580669517,74.74314847090103,85.39018784894355,218.0,Clear,No,Hebbal::Ballari Road,0,0
2024-08-07,Hebbal,Ballari Road,9774.0,40.51672157714299,1.3006186744136583,32.08169809360052,46.66920574361979,1.0,69.548,34.51033083546155,85.6122023738499,84.21919984601816,202.5,Clear,No,Hebbal::Ballari Road,0,1
2024-08-08,Hebbal,Ballari Road,10563.0,40.27914201825152,1.383775488423577,30.46340765095043,49.48788019037854,0.0,71.126,54.59636109025359,96.48125627679876,83.04821184309276,187.0,Clear,No,Hebbal::Ballari Road,0,0
2024-07-05,Hebbal,Hebbal Flyover,20541.0,44.30088793870541,1.365712305838693,77.48158369687145,97.7375649794453,2.0,91.082,46.398117014177,73.2238467678752,67.10385381320025,101.0,Rain,No,Hebbal::Hebbal Flyover,0,0
2024-07-06,Hebbal,Hebbal Flyover,24669.0,34.104295356676445,1.007954394225402,74.48506688094078,100.0,3.0,99.338,53.710852241836456,77.23157558001984,68.12573722334281,85.0,Windy,No,Hebbal::Hebbal Flyover,0,0
2024-07-07,Hebbal,Hebbal Flyover,16942.0,42.8936344186808,1.070181238101522,55.95472835726997,82.43527894398973,0.0,83.884,27.876497805444743,89.89835958141002,55.44533990893062,84.0,Clear,No,Hebbal::Hebbal Flyover,0,0
2024-07-08,Hebbal,Hebbal Flyover,48259.0,55.40796883168623,1.5,100.0,100.0,2.0,146.518,48.22424372508719,82.19648189041882,52.31585092086493,98.0,Clear,No,Hebbal::Hebbal Flyover,0,0
2024-07-09,Hebbal,Hebbal Flyover,28897.0,55.45331561438337,1.397120596187996,64.31121333641393,76.07792363700813,1.0,107.794,41.50395463038414,90.6782240953682,55.344705844086505,150.0,Clear,No,Hebbal::Hebbal Flyover,0,1
2024-07-10,Hebbal,Hebbal Flyover,9535.0,55.498662397080516,1.2942411923759918,28.622426672827864,52.15584727401624,0.0,69.07,34.78366553568109,99.15996630031758,58.37356076730807,202.0,Overcast,No,Hebbal::Hebbal Flyover,0,0
2024-07-11,Hebbal,Hebbal Flyover,11734.333333333334,54.07551045873017,1.3163744174595118,40.277395911736676,61.83647783841956,0.0,73.46866666666666,49.17082182637918,91.87639501268329,62.96005967403287,167.0,Overcast,No,Hebbal::Hebbal Flyover,0,1
2024-07-12,Hebbal,Hebbal Flyover,13933.666666666668,52.652358520379835,1.338507642543032,51.93236515064549,71.51710840282288,0.0,77.86733333333332,63.557978117077276,84.592823725049,67.54655858075766,132.0,Overcast,No,Hebbal::Hebbal Flyover,0,1
2024-07-13,Hebbal,Hebbal Flyover,16133.0,51.22920658202949,1.360640867626552,63.5873343895543,81.1977389672262,0.0,82.26599999999999,77.94513440777537,77.30925243741471,72.13305748748246,97.0,Clear,No,Hebbal::Hebbal Flyover,0,0
2024-07-14,Hebbal,Hebbal Flyover,23607.0,56.42879133961122,1.3218708154538996,83.32547239734944,100.0,1.0,97.214,70.99420331167615,63.77752875748519,90.13407130776926,105.0,Windy,No,Hebbal::Hebbal Flyover,0,0
